  45.5   2920848   2920402   2920848   -1679.979      500 
  45.6   2919315   2919204   2919315   -1386.755      500 
  45.7   2918040   2918249   2918040   -1128.040      500 
  45.8   2917164   2917503   2917164    -909.470      500 
  45.9   2916864   2916979   2916864    -730.975      500 
  46.0   2916856   2916692   2916856    -582.006      500 
  46.1   2916679   2916631   2916679    -455.878      500 
  46.2   2916701   2916632   2916701    -351.036      500 
  46.3   2916698   2916628   2916698    -267.277      500 
  46.4   2916649   2916580   2916649    -196.532      500 
  46.5   2916528   2916498   2916528    -137.209      500 
  46.6   2916317   2916411   2916317     -87.244      500 
  46.7   2916320   2916305   2916320     -52.386      500 
  46.8   2916261   2916220   2916261     -28.909      500 
  46.9   2916137   2916151   2916137     -12.343      500 
  47.0   2916090   2916135   2916090       0.484      500 
  47.1   2916139   2916155   2916139      13.905      500 
  47.2   2916185   2916176   2916185      26.247      500 
  47.3   2916187   2916210   2916187      39.556      500 
  47.4   2916373   2916261   2916373      49.951      500 
  47.5   2916374   2916352   2916374      56.571      500 
  47.6   2916387   2916461   2916387      60.687      500 
  47.7   2916464   2916583   2916464      62.173      500 
  47.8   2916705   2916717   2916705      60.313      500 
  47.9   2917003   2916870   2917003      54.639      500 
  48.0   2917029   2917040   2917029      47.035      500 
  48.1   2917100   2917159   2917100      38.973      500 
  48.2   2917236   2917204   2917236      33.406      500 
  48.3   2917342   2917206   2917342      25.074      500 
  48.4   2917185   2917177   2917185      17.001      500 
  48.5   2916997   2917119   2916997      10.844      500 
  48.6   2916972   2917020   2916972       5.729      500 
  48.7   2917046   2916897   2917046       4.927      500 
  48.8   2916858   2916835   2916858       9.560      500 
  48.9   2916683   2916809   2916683      21.227      500 
  49.0   2916713   2916803   2916713      36.516      500 
  49.1   2916787   2916790   2916787      48.369      500 
  49.2   2916995   2916775   2916995      54.547      500 
  49.3   2916817   2916809   2916817      59.517      500 
  49.4   2916898   2916885   2916898      66.635      500 
  49.5   2916912   2917028   2916912      74.706      500 
  49.6   2917045   2917255   2917045      84.294      500 
  49.7   2917430   2917544   2917430      94.960      500 
  49.8   2917868   2917839   2917868     106.557      500 
  49.9   2918285   2918025   2918285     110.301      500 
  50.0   2918394   2918108   2918394     110.774      500 
  50.1   2918240   2918083   2918240     107.270      500 
  50.2   2917846   2918007   2917846     105.064      500 
  50.3   2917678   2917952   2917678     100.509      500 
  50.4   2917771   2917997   2917771      92.179      500 
  50.5   2918060   2918119   2918060      84.199      500 
  50.6   2918471   2918332   2918471      73.660      500 
  50.7   2918729   2918542   2918729      62.764      500 
  50.8   2918895   2918725   2918895      55.408      500 
  50.9   2918682   2918810   2918682      53.257      500 
  51.0   2918805   2918812   2918805      58.125      500 
  51.1   2918678   2918785   2918678      66.532      500 
  51.2   2918893   2918769   2918893      72.675      500 
  51.3   2918694   2918775   2918694      71.974      500 
  51.4   2918769   2918815   2918769      65.809      500 
  51.5   2918902   2918825   2918902      57.444      500 
  51.6   2918890   2918857   2918890      49.170      500 
  51.7   2918914   2918901   2918914      41.355      500 
  51.8   2918950   2919013   2918950      37.892      500 
  51.9   2919021   2919129   2919021      37.548      500 
  52.0   2919218   2919255   2919218      37.827      500 
  52.1   2919464   2919391   2919464      37.583      500 
  52.2   2919566   2919509   2919566      32.610      500 
  52.3   2919605   2919540   2919605      28.018      500 
  52.4   2919545   2919500   2919545      19.879      500 
  52.5   2919460   2919388   2919460      14.106      500 
  52.6   2919318   2919302   2919318      10.168      500 
  52.7   2919027   2919267   2919027       6.495      500 
  52.8   2919134   2919265   2919134       6.425      500 
  52.9   2919232   2919279   2919232       7.613      500 
  53.0   2919548   2919285   2919548       7.600      500 
  53.1   2919459   2919303   2919459       5.295      500 
  53.2   2919300   2919316   2919300       1.499      500 
  53.3   2919155   2919265   2919155      -2.117      500 
  53.4   2919127   2919232   2919127      -1.217      500 
  53.5   2919270   2919250   2919270       0.549      500 
  53.6   2919315   2919374   2919315       3.373      500 
  53.7   2919390   2919525   2919390       0.543      500 
  53.8   2919691   2919620   2919691     -11.012      500 
  53.9   2919826   2919600   2919826     -22.551      500 
  54.0   2919743   2919516   2919743     -31.458      500 
  54.1   2919422   2919404   2919422     -29.377      500 
  54.2   2919057   2919314   2919057     -21.873      500 
  54.3   2918918   2919232   2918918     -13.240      500 
  54.4   2919158   2919166   2919158      -7.342      500 
  54.5   2919246   2919109   2919246      -6.160      500 
  54.6   2919391   2919033   2919391      -6.486      500 
  54.7   2919105   2918946   2919105      -9.296      500 
  54.8   2918732   2918872   2918732     -10.782      500 
  54.9   2918586   2918851   2918586      -9.622      500 
  55.0   2918626   2918948   2918626      -6.406      500 
  55.1   2919064   2919115   2919064      -4.503      500 
  55.2   2919531   2919346   2919531      -4.951      500 
  55.3   2919800   2919524   2919800      -9.353      500 
  55.4   2919799   2919609   2919799     -12.090      500 
  55.5   2919531   2919568   2919531     -10.636      500 
  55.6   2919298   2919411   2919298      -3.547      500 
  55.7   2919060   2919197   2919060       2.658      500 
  55.8   2919054   2919006   2919054       2.912      500 
  55.9   2918893   2918859   2918893      -1.797      500 
  56.0   2918823   2918797   2918823      -6.269      500 
  56.1   2918713   2918767   2918713      -6.400      500 
  56.2   2918782   2918832   2918782      -5.114      500 
  56.3   2918815   2918930   2918815       5.417      500 
  56.4   2919072   2919043   2919072      16.127      500 
  56.5   2919146   2919124   2919146      25.838      500 
